doi_r,original_url,result,replication_type,replication_year,replication_title,field,source,validated,confidence,ai_version
10.1002/jaba.70012,https://doi.org/10.1007/s10864-019-09330-z,success,close extension,2025,Toward cross‐disciplinary translation of the testing effect: A systematic replication,social sciences,,no,medium,8.5
10.1002/jaba.833,https://doi.org/10.1002/jaba.351,success,conceptual,2021,Tolerance of face coverings for children with autism spectrum disorder,social sciences,,no,high,8.0
10.1002/jaba.86,https://doi.org/10.1901/jaba.2009.42-685,inconclusive,close extension,2014,Tact training versus bidirectional intraverbal training in teaching a foreign language,social sciences,,no,high,8.8-base
10.1002/jaba.964,https://doi.org/10.1037/tps0000069,success,close experiment,2023,Escalating schedules of incentives increase physical activity with no differences between deposit and no‐deposit groups: A systematic replication,social sciences,,no,high,8.5
10.1002/jae.1078,https://doi.org/10.2139/ssrn.354780,failure,direct or close,2009,Aggregation is not the solution: the PPP puzzle strikes back,social sciences,,partially,,
10.1002/jae.1083,https://doi.org/10.1002/jae.3950100404,success,direct or close,2009,On reproducible econometric research,social sciences,,partially,,
10.1002/jae.1145,https://doi.org/10.1002/jae.678,success,direct or close,2009,Replications in the ‘Narrow Sense’,social sciences,,partially,,
10.1002/jae.1191,https://doi.org/10.1002/(sici)1099-1255(199901/02)14:1<57::aid-jae501>3.0.co;2-g,inconclusive,direct or close,2010,"Jackknife instrumental variables estimation: replication and extension of angrist, imbens and krueger (1999)",social sciences,,partially,,
10.1002/jae.1264,https://doi.org/10.1162/0034653041811770,success,direct or close,2011,Narrow Replication of Yogo (2004) Estimating the Elasticity of Intertemporal Substitution when Instruments are Weak,social sciences,,partially,,
10.1002/jae.1277,https://doi.org/10.3982/ecta6224,success,direct or close,2011,GMM with many weak moment conditions: Replication and application of Newey and Windmeijer (2009),social sciences,,partially,,
10.1002/jae.2424,https://doi.org/10.1016/j.jeconom.2010.03.040,success,direct or close,2014,Narrow Replication of ‘A Spatio-Temporal Model of House Prices in the Usa’ Using R,social sciences,,partially,,
10.1002/jae.2446,https://doi.org/10.1257/aer.102.1.202,success,direct or close,2015,Estimating Bayesian Decision Problems with Heterogeneous Expertise,social sciences,,partially,,
10.1002/jae.2493,https://doi.org/10.1080/07350015.2012.741549,success,direct or close,2015,Replicating the Results in ‘A New Model of Trend Inflation’ Using Particle Markov Chain Monte Carlo,social sciences,,partially,,
10.1002/jae.2540,https://doi.org/10.1086/527495,success,direct or close,2016,"Narrow Replication of Fisman and Miguel's (2007a) ‘Corruption, Norms, and Legal Enforcement: Evidence from Diplomatic Parking Tickets’",social sciences,,partially,,
10.1002/jae.2554,https://doi.org/10.1257/aer.102.2.1029,success,direct or close,2016,Credit Booms Gone Bust: Replication of Schularick and Taylor (AER 2012),social sciences,,partially,,
10.1002/jae.2622,https://doi.org/10.1162/qjec.2009.124.2.469,success,direct or close,2018,"Genetic distance, trade, and the diffusion of development",social sciences,,partially,,
10.1002/jae.2677,https://doi.org/10.1162/0033553053327452,success,direct or close,2018,A factor‐augmented vector autoregressive (FAVAR) approach for monetary policy: Replication of the empirical results in “measuring the effects of monetary policy”,social sciences,,partially,,
10.1002/jae.2682,https://doi.org/10.2307/2118325,success,direct or close,2019,Ethnic capital and intergenerational transmission of educational attainment,social sciences,,partially,,
10.1002/jae.2695,https://doi.org/10.1002/jae.2503,inconclusive,direct or close,2019,Bubbles and crises: Replicating the Anundsen et al. (2016) results,social sciences,,partially,,
10.1002/jae.2782,https://doi.org/10.1086/323281,success,direct or close,2020,Replicating the Levitt and Porter estimates of drunk driving,social sciences,,partially,,
10.1002/jae.2814,https://doi.org/10.1257/aer.99.3.827,success,direct or close,2021,Bayesian estimation of the exact affine Stone index demand system: Replicating the Lewbel and Pendakur (2009) results,social sciences,,partially,,
10.1002/jae.2850,https://doi.org/10.24149/gwp290,success,direct or close,2021,"A one covariate at a time, multiple testing approach to variable selection in high‐dimensional linear regression models: A replication in a narrow sense",social sciences,,partially,,
10.1002/jae.2851,https://doi.org/10.1162/qjec.2009.124.2.531,failure,direct or close,2021,Did Protestantism promote prosperity via higher human capital? Replicating the Becker–Woessmann (2009) results,social sciences,,partially,,
10.1002/jae.3021,https://doi.org/10.1111/ecoj.12493,failure,direct or close,2023,Does paid parental leave affect children's schooling outcomes? Replicating Danzer and Lavy (2018),social sciences,,partially,,
10.1002/jae.708,https://doi.org/10.1002/jae.3950030206,success,direct or close,2003,“Replicating the results in ‘on efficient estimation with panel data: an empirical comparison of instrumental variables estimators’ ”,social sciences,,partially,,
10.1002/jbmr.62,https://doi.org/10.1186/1471-2350-8-s1-s14,inconclusive,close extension,2010,Replication of previous genome-wide association studies of bone mineral density in premenopausal American women,biological sciences,,no,high,8.4
10.1002/jcad.12189,https://doi.org/10.1002/j.1556-6676.2014.00160.x,success,direct,2018,The Efficacy of Child Parent Relationship Therapy for Adoptive Families: A Replication Study,social sciences,,no,high,8.4
10.1002/jcv2.12077,https://doi.org/10.1111/jcpp.12510,success,close extension,2022,Subdimensions of social‐communication behavior in autism—A replication study,biological sciences,,no,high,8.0
10.1002/jeab.567,https://doi.org/10.1037/h0076418,failure,close extension,2020,A preliminary evaluation of treatment duration on the resurgence of destructive behavior,social sciences,,no,high,8.4
10.1002/jeab.576,https://doi.org/10.3758/s13420-011-0018-6,success,conceptual,2020,Renewal and resurgence phenomena generalize to Amazon's Mechanical Turk,social sciences,,no,medium,8.8-base
10.1002/jgm.3055,https://doi.org/10.1038/ncomms14364,inconclusive,close extension,2018,Association between PTCH1 and RAD54B single‐nucleotide polymorphisms and non‐syndromic orofacial clefts in a northern Chinese population,biological sciences,,no,high,8.5
10.1002/jor.21322,https://doi.org/10.1097/01.brs.0000216603.91330.6f,failure,close extension,2011,Replication study of the association between adolescent idiopathic scoliosis and two estrogen receptor genes,biological sciences,,no,high,8.4
10.1002/jrsm.1298,https://doi.org/10.1002/jrsm.1211,success,direct or close,2018,Meta‐analysis and publication bias: How well does the FAT‐PET‐PEESE procedure work?,social sciences,,partially,,
10.1002/jts.21996,https://doi.org/10.1002/jts.20576,success,close extension,2015,Critical Incident History Questionnaire Replication: Frequency and Severity of Trauma Exposure Among Officers From Small and Midsize Police Agencies,social sciences,,no,high,8.4
10.1002/mds.23642,https://doi.org/10.1038/ng.487,success,close extension,2011,"Replication of <i>MAPT</i> and <i>SNCA</i>, but not <i>PARK16‐18</i>, as susceptibility genes for Parkinson's disease",biological sciences,,no,high,8.4
10.1002/mds.26044,https://doi.org/10.1002/mds.25732,failure,close extension,2014,Lack of validation of variants associated with cervical dystonia risk: A GWAS replication study,biological sciences,,no,high,8.4
10.1002/mds.26292,https://doi.org/10.1016/j.jns.2011.06.028,failure,close extension,2015,Global cognitive scores do not predict outcome after subthalamic nucleus deep brain stimulation,biological sciences,,no,high,8.4
10.1002/mds.26732,https://doi.org/10.1016/j.neuroimage.2011.12.035,success,close extension,2016,Stop‐related subthalamic beta activity indexes global motor suppression in Parkinson's disease,biological sciences,,no,high,8.4
10.1002/mgg3.290,https://doi.org/10.1371/journal.pgen.1004372,inconclusive,close extension,2017,"Identification and characterization of variants and a novel 4 bp deletion in the regulatory region of <i><scp>SIX</scp>6</i>, a risk factor for primary open‐angle glaucoma",biological sciences,,no,high,8.5
10.1002/mpr.251,https://doi.org/10.1016/j.jsat.2007.08.006,success,direct,2008,Development and validation of a cluster-based classification system to facilitate treatment tailoring,social sciences,,no,high,8.4
10.1002/mpr.293,https://doi.org/10.1001/ARCHPSYC.56.10.921,inconclusive,close extension,2009,The structure of common mental disorders: A replication study in a community sample of adolescents and young adults,biological sciences,,no,high,8.0
10.1002/mrm.29947,https://doi.org/10.1002/MRM.28119,success,close extension,2024,Replication of the <scp>bSTAR</scp> sequence and open‐source implementation,physical sciences,,no,high,8.0
10.1002/nur.20178,,inconclusive,close extension,2007,Predictors of quality of life in old age: A cross‐validation study,biological sciences,,no,high,8.4
10.1002/pd.5459,https://doi.org/10.1002/pd.4399,success,close extension,2019,Fetal anogenital distance using ultrasound,biological sciences,,no,high,8.4
10.1002/pds.70087,https://doi.org/10.2337/dc20-1794,success,direct,2025,Glucagon‐Like Peptide 1 Receptor Agonists and Chronic Lower Respiratory Disease Among Type 2 Diabetes Patients: Replication and Reliability Assessment Across a Research Network,biological sciences,,no,high,8.5
10.1002/per.853,https://doi.org/10.1002/per.702,failure,direct,2012,Right–Wing Authoritarianism: Protective Factor against Or Risk Factor for Depression?,social sciences,,no,high,8.8-base
10.1002/pld3.523,https://doi.org/10.1104/pp.111.187468,success,close experiment,2023,Heritable induced resistance in <scp><i>Arabidopsis thaliana</i></scp>: Tips and tools to improve effect size and reproducibility,biological sciences,,no,high,8.4
10.1002/pon.1181,https://doi.org/10.1207/s15327027hc1902_5,success,close extension,2007,The role of insightful disclosure in outcomes for women in peer‐directed breast cancer groups: a replication study,social sciences,,no,high,8.4
10.1002/pon.5126,https://doi.org/10.1038/bmt.2015.104,success,close extension,2019,A randomized control trial of stress management for caregivers of stem cell transplant patients: Effect on patient quality of life and caregiver distress,biological sciences,,no,high,8.4
10.1002/pros.21443,https://doi.org/10.1086/432377,failure,close extension,2012,Chromosomes 4 and 8 implicated in a genome wide SNP linkage scan of 762 prostate cancer families collected by the ICPCG,biological sciences,,no,high,8.4
10.1002/sim.5925,https://doi.org/10.1503/cmaj.091824,success,close experiment,2013,Interpreting observational studies: why empirical calibration is needed to correct <i>p</i>‐values,biological sciences,,no,high,8.5
10.1002/sim.8215,https://doi.org/10.1038/ajg.2010.124,success,close experiment,2019,A plea to stop using the case‐control design in retrospective database studies,biological sciences,,no,high,8.4
10.1002/sm2.34,https://doi.org/10.1111/j.1365-2605.2010.01059.x,failure,close extension,2014,"Associations between Salivary Testosterone Levels, Androgen-Related Genetic Polymorphisms, and Self-Estimated Ejaculation Latency Time",biological sciences,,no,high,8.4
10.1002/smi.2430,https://doi.org/10.1002/smi.1272,inconclusive,close extension,2013,Effects of Chewing Gum on Stress and Health: A Replication and Investigation of Dose–Response,social sciences,,no,high,8.4
10.1002/smj.2574,https://doi.org/10.1111/0022-1082.00485,reversal,close experiment,2016,Global diversification discount and its discontents: A bit of self‐selection makes a world of difference,social sciences,,no,high,8.1
10.1002/smj.2911,https://doi.org/10.1002/smj.4250150904,success,direct,2018,Did victories in certification contests affect the survival of organizations in the American automobile industry during 1895–1912? A replication study,social sciences,,no,high,8.4
10.1002/syn.10137,https://doi.org/10.1176/ajp.156.9.1440,success,direct,2002,Brain DA D2 receptors predict reinforcing effects of stimulants in humans: Replication study,biological sciences,,no,high,8.4
10.1002/syn.70011,https://doi.org/10.1038/s41593-023-01390-9,failure,close experiment,2025,Cellular‐Resolution and Bulk‐Fluorescence Recordings of Calcium Activity Yield Reciprocal Readouts of In Vivo Drug Efficacy,biological sciences,,no,high,8.5
10.1002/tea.3660220207,https://doi.org/10.1002/tea.3660200704,failure,direct,1985,The effects of classroom climate on college science students: A replication study,social sciences,,no,high,8.4
10.1006/cbir.2001.0774,https://doi.org/10.1002/jcp.1041560223,success,direct,2001,[Ca<sup>2+</sup>]<sub>i</sub>RISE IN JURKAT E6‐1 CELL LINES FROM DIFFERENT SOURCES AS A RESPONSE TO 50Hz MAGNETIC FIELD EXPOSURE IS A REPRODUCIBLE EFFECT AND INDEPENDENT OF POLY‐<scp>l</scp>‐LYSINE TREATMENT,biological sciences,,no,high,8.4
