doi_r,title_r,doi_o,title_o,set,label,mo_titles,mo_dois,old_key,old_model,mo_key,quote,error,confident,reasoning,answer,flag,flag_names_other,alt,flag_conf,alt_is_mo,alt_first_is_mo
10.1080/10586458.2016.1173413,Reply to “Reproducibility in Computational Science: A Case Study: Randomness of the Digits of Pi” [Bailey et al. 17],10.1080/10586458.2016.1163755,Reproducibility in Computational Science: A Case Study: Randomness of the Digits of Pi,judged,mo,['The decimal expansion of π is not statistically random'],['10.1080/10586458.2013.870504'],@bailey2016,gpt-6-luna,@ganz2014,"While the authors are able to reproduce the original results by Ganz, they claim that their additional tests using different parameters than those employed by Ganz fail to replicate Ganz's phenomenon. The authors however fail to assess the mathematical implications of their additional parameter choices and, finally, to evaluate the distribution of their obtained results. By completing the statistical analysis of their results, one finds that the phenomenon claimed by Ganz can very well be replicated.",,True,"The study explicitly re-tests Ganz's 2014 finding that the decimal expansion of π is not statistically random; @bailey2016 is the replication being replied to, not the original.",identified:@ganz2014,True,True,['@ganz2014'],True,True,True
10.18632/oncotarget.12903,Long-term exposure to air pollution is associated with biological aging,10.1289/ehp.0901831,Annual Ambient Black Carbon Associated with Shorter Telomeres in Elderly Men: Veterans Affairs Normative Aging Study,judged,mo,['Long-term ambient particle exposures and blood DNA methylation age: findings from the VA normative aging study'],['10.1093/eep/dvw006'],@mccracken2010,gpt-5.6-luna,@nwanajienwerem2016,"We replicated this inverse BC-TeloAA association in the Normative Aging Study, a male cohort based in the USA.",,True,"The study says it replicated an inverse black carbon–telomere length association in the Normative Aging Study, a male US cohort; McCracken et al. 2010 is exactly that finding (BC associated with shorter telomeres in elderly men of the VA Normative Aging Study). No other listed record describes that ",identified:@mccracken2010,False,False,[],False,False,False
10.1073/pnas.1615198114,Failure to reproduce <i>period</i> -dependent song cycles in <i>Drosophila</i> is due to poor automated pulse-detection and low-intensity courtship,10.1186/1741-7007-12-38,Reported Drosophila courtship song rhythms are artifacts of data analysis,judged,split,"[""Circadian rhythm mutations in Drosophila melanogaster affect short-term fluctuations in the male's courtship song""]",['10.1073/pnas.77.11.6729'],@stern2014,gpt-5.6-luna,@kyriacou1980,"Recently, a study by Stern, using automated methods for song detection, has failed to reproduce these findings. By manually logging the same songs and comparing the results to the corresponding automated analyses we observe that Stern’s method detects only ∼50% of the song, but in addition, incorporates spurious errors.",,True,"The study re-tests the period-dependent ~60-s courtship song cycles 'as originally reported', which are Kyriacou & Hall 1980; Stern 2014 is only the failed replication the study critiques, not the original finding.",identified:@kyriacou1980,True,True,['@kyriacou1980'],True,True,True
10.1111/bjdp.12216,"Social, cognitive, and physiological aspects of humour perception from 4 to 8 months: Two longitudinal studies",10.1016/j.jecp.2015.03.012,Laughing matters: Infant humor in the context of parental affect,judged,mo,"['Social looking, social referencing and humor perception in 6-and 12-month-old infants', 'Social looking, social referencing and humor perception in 6-and 12-month-old infants']","['10.1016/j.infbeh.2014.06.004', '10.1016/j.infbeh.2014.06.004']",@mireault2015,gpt-5.6-luna,@mireault2014,"This study replicated the finding on younger infants, showing that 5-month-olds are similarly capable of independent humour appraisal.",,True,"The study replicates the finding that by 6 months infants can independently appraise absurd events as humorous, and Mireault, Crockenberg et al. (2015) 'Laughing matters: Infant humor in the context of parental affect' is the primary study testing infant humor appraisal with parental affect manipula",identified:@mireault2015,False,False,[],False,False,False
10.1007/bf00880778,The prediction of “shows” and “no‐shows” to a crisis center,10.1037/h0034578,Show versus no show: A comparison of referral calls to a suicide prevention and crisis service.,judged,mo,['Toward an evaluation of telephone counseling'],['10.1007/bf00878974'],@slaikeu1973,gpt-5.6-luna,@tapp1974,"This study replicated the findings of a previous investigation in showing that the motivation of a caller in response to the question of a referral was positively correlated with ""showing"" for the appointment. Futher, the identification of a specific problem related negatively to the caller's response to the referral. However, the concreteness of the phone worker was not correlated with whither the scheduled appointment was kept by the caller.",,True,"The study replicates a previous investigation comparing show versus no-show referral calls on caller motivation and problem identification; @slaikeu1973 is exactly that study ('Show versus no show: A comparison of referral calls to a suicide prevention and crisis service'), while the other records a",identified:@slaikeu1973,False,False,[],False,False,False
10.1093/ntr/nty218,Is Brain Derived Neurotrophic Factor (Bdnf) Associated With Smoking Initiation? Replication Using a Large Finnish Population Sample,10.1007/s00213-006-0647-1,Association of the met66 allele of brain-derived neurotrophic factor (BDNF) with smoking,judged,mo,['Genome-wide meta-analyses identify multiple loci associated with smoking behavior'],['10.1038/ng.571'],@lang2006,gpt-5.6-luna,@furberg2010,We aimed to replicate the earlier reported association of a functional genetic variant of BDNF with smoking initiation (SI) using a large population-based sample and to test whether the association is independent of depression.,,True,"The study replicates the earlier reported association of the BDNF Val66Met variant with smoking initiation; @lang2006 is the primary study reporting exactly that association of BDNF with smoking, while other list records concern meta-analyses, other genes, or the dataset.",identified:@lang2006,False,False,[],False,False,False
10.1111/cogs.12721,Entrainment and Modulation of Gesture–Speech Synchrony Under Delayed Auditory Feedback,10.7208/chicago/9780226514642.001.0001,Gesture and Thought,judged,mo,['Hand and mind: What gestures reveal about thought'],['10.2307/415833'],@mcneill2005,gpt-5.6-luna,@feyereisen1994,"In the current pre-registered within-subject study, we used motion tracking to conceptually replicate McNeill's () classic study on gesture-speech synchrony under normal and 150 ms delayed auditory feedback of speech conditions (NO DAF vs. DAF).",,True,"The study conceptually replicates McNeill's classic DAF experiment on gesture-speech synchrony; the list contains only McNeill books/other works (mcneill2005 Gesture and Thought, mcneill2002, mcneill2009, feyereisen1994 Hand and Mind review) but not the original DAF study itself.",not_on_list:,True,False,[],True,False,False
10.3389/fpsyg.2019.01381,Moral Elevation and Economic Games: The Moderating Role of Personality,10.1080/17439760.2012.754926,"A moral act, elevation, and prosocial behavior: Moderators of morality",judged,mo,"['Who engages with moral beauty?', 'It takes two: honesty-humility and agreeableness differentially predict active versus reactive cooperation']","['10.1080/03057240.2013.785941', '10.1016/j.paid.2012.11.008']",@thomson2013,gpt-5.6-luna,@diessner2013,One aim was to replicate prior findings on the trait Engagement with Moral Beauty (trait elevation) as moderator for experimentally induced state elevation.,,False,"The study aims to replicate prior findings on trait Engagement with Moral Beauty as moderator of experimentally induced elevation, a finding reported by Diessner et al. (2013) 'Who engages with moral beauty?', the primary study using that trait measure; other elevation papers on the list are reviews",identified:@diessner2013,True,True,['@diessner2013'],False,True,True
10.1534/g3.117.300366,Analysis of Copy Number Variants on Chromosome 21 in Down Syndrome-Associated Congenital Heart Defects,10.1038/gim.2014.144,Contribution of copy-number variation to Down syndrome–associated atrioventricular septal defects,judged,mo,['The complex SNP and CNV genetic architecture of the increased risk of congenital heart defects in Down syndrome'],['10.1101/gr.147991.112'],@ramachandran2014,gpt-5.6-luna,@sailani2013,We also showed that previously DS+AVSD (DS and a complete AVSD)-associated common CNVs on chromosome 21 failed to replicate.,,True,"The study re-tests 'previously DS+AVSD-associated common CNVs on chromosome 21', which points to the prior CNV analysis of Down syndrome-associated AVSD by Ramachandran et al. (2014); the 2015 GWAS by the same group concerns SNPs, not CNVs, so it does not fit as well.",identified:@ramachandran2014,False,False,[],False,False,False
10.1080/00224499.2019.1669135,Discrepant Responding across Measures of College Students’ Sexual Victimization Experiences: Conceptual Replication and Extension,10.1037/a0037584,Measuring sexual aggression perpetration in college men: A comparison of two measures.,judged,mo,"[""Discrepant responding across self-report measures of men's coercive and aggressive sexual strategies""]",['10.1080/00224499.2011.646393'],@testa2014,gpt-5.4-mini,@strang2012,Prior research has compared the perpetration versions of these questionnaires and found large discrepancies.,,True,The study conceptually replicates Strang et al.'s comparison of SES and PRSPS perpetration versions ('Discrepant Responding across Self-Report Measures of Men's Coercive and Aggressive Sexual Strategies') by extending the same discrepancy analysis to victimization measures; the passage 'Prior resear,identified:@strang2012,True,True,['@strang2012'],True,True,True
10.1177/1948550619887702,A Multilab Replication of the Ego Depletion Effect,10.1177/1745691616652873,A Multilab Preregistered Replication of the Ego-Depletion Effect,judged,mo,"['The ego could be depleted, providing initial exertion is depleting: A pre-registered experiment of ego depletion']",['10.1027/1864-9335/a000308'],@hagger2016,gpt-5.6-luna,@dang2017b,"In the current research, we conducted a preregistered multilab replication of that experiment.",,True,"The study says it replicates 'a recent preregistered experiment with the Stroop task as the depleting task and the antisaccade task as the outcome task', which exactly matches Hagger et al. (2016)'s multilab preregistered replication using those tasks; no other listed record fits that description.",identified:@hagger2016,False,False,[],False,False,False
